SEED;SUBJID;Sequence;DATE;SIGN;round;note
9412;48;003 -> 002_SP -> 002_PP;15.11.2019, 16.00;;1;
9412;49;003 -> 002_SP -> 002_PP;15.11.2019, 16.30;;1;
9412;50;003 -> 002_SP -> 002_PP;19.11.2019, 15.30;;1;revise date
9412;51;002_SP -> 002_PP -> 003;20.11.2019, 16.00;;2;revise date
9412;52;003 -> 002_SP -> 002_PP;26.11.2019, 14.00;;2;
9412;53;002_SP -> 002_PP -> 003;26.11.2019, 14.00;;2;
9412;54;002_SP -> 002_PP -> 003;26.11.2019, 14.00;;2;
9412;55;002_SP -> 002_PP -> 003;26.11.2019, 15.00;;2;
9412;56;002_SP -> 002_PP -> 003;26.11.2019, 15.00;;2;
9412;57;002_SP -> 002_PP -> 003;26.11.2019, 15.00;;2;
9412;58;003 -> 002_SP -> 002_PP;26.11.2019, 16.00;;2;
9412;59;002_SP -> 002_PP -> 003;26.11.2019, 16.00;;2;
9412;60;002_SP -> 002_PP -> 003;28.11.2019, 14.00;;2;
9412;61;002_SP -> 002_PP -> 003;28.11.2019, 14.00;;3;
9412;62;002_SP -> 002_PP -> 003;28.11.2019, 14.00;;3;
9412;63;002_SP -> 002_PP -> 003;28.11.2019, 15.00;;3;
9412;64;002_SP -> 002_PP -> 003;28.11.2019, 15.00;;3;
9412;65;002_SP -> 002_PP -> 003;28.11.2019, 16.00;;3;
9412;66;002_SP -> 002_PP -> 003;28.11.2019, 16.00;;3;
9412;67;003 -> 002_SP -> 002_PP;28.11.2019, 16.00;;3;
9412;68;002_SP -> 002_PP -> 003;29.11.2019, 14.30;;3;
9412;69;002_SP -> 002_PP -> 003;29.11.2019, 14.30;;3;
9412;70;003 -> 002_SP -> 002_PP;29.11.2019, 15.30;;3;
9412;71;002_SP -> 002_PP -> 003;29.11.2019, 15.30;;4;
9412;72;003 -> 002_SP -> 002_PP;29.11.2019, 16.30;;4;
9412;73;003 -> 002_SP -> 002_PP;29.11.2019, 16.30;;4;
9412;74;002_SP -> 002_PP -> 003;06.12.2019, 09.00;;4;
9412;75;003 -> 002_SP -> 002_PP;06.12.2019, 10.00;;4;
9412;76;003 -> 002_SP -> 002_PP;06.12.2019, 11.00;;4;
9412;77;002_SP -> 002_PP -> 003;06.12.2019, 11.00;;4;
9412;78;002_SP -> 002_PP -> 003;06.12.2019, 12.00;;4;
9412;79;003 -> 002_SP -> 002_PP;06.12.2019, 12.00;;4;
9412;80;003 -> 002_SP -> 002_PP;06.12.2019, 14.00;;4;
9412;81;003 -> 002_SP -> 002_PP;06.12.2019, 13.00;;5;
9412;82;003 -> 002_SP -> 002_PP;06.12.2019, 13.30;;5;
9412;83;002_SP -> 002_PP -> 003;06.12.2019, 13.30;;5;
9412;84;002_SP -> 002_PP -> 003;06.12.2019, 13.30;;5;
9412;85;003 -> 002_SP -> 002_PP;06.12.2019, 14.15;;5;
9412;86;002_SP -> 002_PP -> 003;06.12.2019, 14.30;;5;
9412;87;002_SP -> 002_PP -> 003;06.12.2019, 14.30;;5;
9412;88;003 -> 002_SP -> 002_PP;06.12.2019, 15.00;;5;
9412;89;003 -> 002_SP -> 002_PP;06.12.2019, 15.00;;5;
9412;90;002_SP -> 002_PP -> 003;06.12.2019, 15.30;;5;
9412;91;002_SP -> 002_PP -> 003;06.12.2019, 15.30;;6;
9412;92;002_SP -> 002_PP -> 003;06.12.2019, 15.45;;6;
9412;93;003 -> 002_SP -> 002_PP;06.12.2019, 16.00;;6;
9412;94;002_SP -> 002_PP -> 003;06.12.2019, 16.15;;6;
9412;95;003 -> 002_SP -> 002_PP;06.12.2019, 16.15;;6;
9412;96;003 -> 002_SP -> 002_PP;06.12.2019, 16.15;;6;
9412;97;002_SP -> 002_PP -> 003;12.12.2019, 15.30;;6;
9412;98;003 -> 002_SP -> 002_PP;12.12.2019, 15.30;;6;
9412;99;003 -> 002_SP -> 002_PP;12.12.2019, 16.30;;6;
9412;100;003 -> 002_SP -> 002_PP;;;6;
