SEED,SUBJID,Sequence,DATE,SIGN,round
5186,44,003 -> 002_SP -> 002_PP,19/9/2019,AF,1
5186,45,002_SP -> 002_PP -> 003,19/9/2019,AF,1
5186,46,002_SP -> 002_PP -> 003,19/9/2019,AF,1
5186,47,002_SP -> 002_PP -> 003,19/9/2019,AF,1
5186,48,003 -> 002_SP -> 002_PP,23/9/2019,AF,1
5186,49,002_SP -> 002_PP -> 003,23/9/2019,AF,1
5186,50,003 -> 002_SP -> 002_PP,23/9/2019,AF,1
5186,51,003 -> 002_SP -> 002_PP,23/9/2019,AF,2
5186,52,002_SP -> 002_PP -> 003,23/9/2019,AF,2
5186,53,002_SP -> 002_PP -> 003,23/9/2019,AF,2
5186,54,003 -> 002_SP -> 002_PP,23/9/2019,AF,2
5186,55,003 -> 002_SP -> 002_PP,23/9/2019,AF,2
5186,56,003 -> 002_SP -> 002_PP,23/9/2019,AF,2
5186,57,003 -> 002_SP -> 002_PP,24/9/2019,AF,2
5186,58,002_SP -> 002_PP -> 003,24/9/2019,AF,2
5186,59,003 -> 002_SP -> 002_PP,24/9/2019,AF,2
5186,60,003 -> 002_SP -> 002_PP,24/9/2019,AF,2
5186,61,003 -> 002_SP -> 002_PP,24/9/2019,AF,2
5186,62,003 -> 002_SP -> 002_PP,24/9/2019,AF,2
5186,63,003 -> 002_SP -> 002_PP,24/9/2019,AF,2
5186,64,002_SP -> 002_PP -> 003,24/9/2019,AF,2
5186,65,002_SP -> 002_PP -> 003,25/9/2019,AF,2
5186,66,003 -> 002_SP -> 002_PP,25/9/2019,AF,2
5186,67,003 -> 002_SP -> 002_PP,26/9/2019,AF,2
5186,68,002_SP -> 002_PP -> 003,26/9/2019,AF,2
5186,69,003 -> 002_SP -> 002_PP,26/9/2019,AF,2
5186,70,003 -> 002_SP -> 002_PP,26/9/2019,AF,2
5186,71,002_SP -> 002_PP -> 003,27/9/2019,AF,2
5186,72,003 -> 002_SP -> 002_PP,27/9/2019,AF,2
5186,73,002_SP -> 002_PP -> 003,27/9/2019,AF,2
5186,74,002_SP -> 002_PP -> 003,27/9/2019,AF,2
5186,75,002_SP -> 002_PP -> 003,27/9/2019,AF,2
5186,76,002_SP -> 002_PP -> 003,27/9/2019,AF,2
5186,77,003 -> 002_SP -> 002_PP,27/9/2019,AF,2
5186,78,003 -> 002_SP -> 002_PP,27/9/2019,AF,2
5186,79,002_SP -> 002_PP -> 003,30/9/2019,AF,2
5186,80,002_SP -> 002_PP -> 003,30/9/2019,AF,2
5186,81,002_SP -> 002_PP -> 003,30/9/2019,AF,2
5186,82,003 -> 002_SP -> 002_PP,30/9/2019,AF,2
5186,83,003 -> 002_SP -> 002_PP,30/9/2019,AF,2
5186,84,002_SP -> 002_PP -> 003,30/9/2019,AF,2
5186,85,002_SP -> 002_PP -> 003,30/9/2019,AF,2
5186,86,003 -> 002_SP -> 002_PP,30/9/2019,AF,2
5186,87,003 -> 002_SP -> 002_PP,30/9/2019,AF,2
5186,88,002_SP -> 002_PP -> 003,1/10/2019,AF,2
5186,89,003 -> 002_SP -> 002_PP,2/10/2019,AF,2
5186,90,002_SP -> 002_PP -> 003,2/10/2019,AF,2
5186,91,003 -> 002_SP -> 002_PP,2/10/2019,AF,2
5186,92,003 -> 002_SP -> 002_PP,2/10/2019,AF,2
5186,93,002_SP -> 002_PP -> 003,2/10/2019,AF,2
5186,94,002_SP -> 002_PP -> 003,2/10/2019,AF,2
5186,95,003 -> 002_SP -> 002_PP,2/10/2019,AF,2
5186,96,002_SP -> 002_PP -> 003,2/10/2019,AF,2
5186,97,003 -> 002_SP -> 002_PP,2/10/2019,AF,2
5186,98,003 -> 002_SP -> 002_PP,2/10/2019,AF,2
5186,99,003 -> 002_SP -> 002_PP,3/10/2019,AF,2
5186,100,003 -> 002_SP -> 002_PP,3/10/2019,AF,2
