SEED,SUBJID,Sequence,DATE,SIGN,round,note
8517,40,002_SP -> 002_PP -> 003,"19 Dec 2019, 10.56","CK",1,
8517,41,003 -> 002_SP -> 002_PP,"19 Dec 2019, 12.26","ASP",1,
8517,42,002_SP -> 002_PP -> 003,"19 Dec 2019, 12.27","CK",1,
8517,43,003 -> 002_SP -> 002_PP,"19 Dec 2019, 12.54","ASP",1,
8517,44,002_SP -> 002_PP -> 003,"19 Dec 2019, 12.55","CK",1,
8517,45,003 -> 002_SP -> 002_PP,"19 Dec 2019, 13.20","CK",1,
8517,46,003 -> 002_SP -> 002_PP,"19 Dec 2019, 13.30","ASP",1,
8517,47,003 -> 002_SP -> 002_PP,"19 Dec 2019, 14.28","ASP",1,
8517,48,002_SP -> 002_PP -> 003,"19 Dec 2019, 14.48","CK",1,
8517,49,003 -> 002_SP -> 002_PP,"19 Dec 2019, 15.14","CK",1,
8517,50,002_SP -> 002_PP -> 003,"19 Dec 2019, 15.18","ASP",1,
8517,51,003 -> 002_SP -> 002_PP,"19 Dec 2019, 15.44","CK",2,
8517,52,002_SP -> 002_PP -> 003,"19 Dec 2019, 16.03","ASP",2,
8517,53,002_SP -> 002_PP -> 003,"19 Dec 2019, 16.05","CK",2,
8517,54,002_SP -> 002_PP -> 003,"20 Dec 2019, 15.10","CK",2,
8517,55,003 -> 002_SP -> 002_PP,"20 Dec 2019, 15.23","CK",2,
8517,56,003 -> 002_SP -> 002_PP,"20 Dec 2019, 15.30","CK",2,
8517,57,002_SP -> 002_PP -> 003,"20 Dec 2019, 15.32","CK",2,
8517,58,003 -> 002_SP -> 002_PP,"20 Dec 2019, 16.15","CK",2,
8517,59,002_SP -> 002_PP -> 003,"20 Dec 2019, 16.17","CK",2,
8517,60,003 -> 002_SP -> 002_PP,"20 Dec 2019, 16.42","CK",2,
8517,61,002_SP -> 002_PP -> 003,"20 Dec 2019, 17.30","CK",3,
8517,62,003 -> 002_SP -> 002_PP,"7 Jan 2020, 22.18","CK",3,"SP got Wrong seed number, require recollection//recollected"
8517,63,002_SP -> 002_PP -> 003,"20 Dec 2019, 17.57","CK",3,
8517,64,002_SP -> 002_PP -> 003,"20 Dec 2019, 18.00","CK",3,
8517,65,002_SP -> 002_PP -> 003,"20 Dec 2019, 19.07","CK",3,
8517,66,002_SP -> 002_PP -> 003,"27 Dec 2019, 11.10","CK",3,
8517,67,003 -> 002_SP -> 002_PP,"27 Dec 2019, 15.10","ASP",3,
8517,68,003 -> 002_SP -> 002_PP,"28 Dec 2019, 20.10","ASP",3,
8517,69,003 -> 002_SP -> 002_PP,"28 Dec 2019, 20.40","ASP",3,
8517,70,003 -> 002_SP -> 002_PP,"28 Dec 2019, 21.44","ASP",3,
8517,71,002_SP -> 002_PP -> 003,"28 Dec 2019, 22.40","ASP",4,
8517,72,002_SP -> 002_PP -> 003,"28 Dec 2019, 22.48","CK",4,
8517,73,003 -> 002_SP -> 002_PP,"28 Dec 2019, 23.26","CK",4,
8517,74,002_SP -> 002_PP -> 003,"28 Dec 2019, 23.51","CK",4,
8517,75,002_SP -> 002_PP -> 003,"30 Dec 2019, 12.02","CK",4,
8517,76,002_SP -> 002_PP -> 003,"30 Dec 2019, 12,21","CK",4,
8517,77,002_SP -> 002_PP -> 003,"30 Dec 2019, 14.55","ASP",4,
8517,78,002_SP -> 002_PP -> 003,"7 Jan 2020, 14.15","ASP",4,
8517,79,003 -> 002_SP -> 002_PP,"7 Jan 2020, 14.40","ASP",4,
8517,80,003 -> 002_SP -> 002_PP,"10 Jan 2020, 14.45","ASP",4,
8517,81,003 -> 002_SP -> 002_PP,"10 Jan 2020. 15.50","ASP",5,
8517,82,002_SP -> 002_PP -> 003,"10 Jan 2020, 16.15","ASP",5,
8517,83,003 -> 002_SP -> 002_PP,"10 Jan 2020, 16.40","ASP",5,
8517,84,003 -> 002_SP -> 002_PP,"12 Jan 2020, 14.25","CK",5,
8517,85,002_SP -> 002_PP -> 003,"15 Jan 2020, 15.55","ASP",5,
8517,86,002_SP -> 002_PP -> 003,"16 Jan 2020, 16.00","ASP",5,
8517,87,002_SP -> 002_PP -> 003,"17 Jan 2020, 14.00","ASP",5,
8517,88,003 -> 002_SP -> 002_PP,"19 Jan 2020, 20.51","CK",5,
8517,89,002_SP -> 002_PP -> 003,"23 Jan 2020, 15.25","ASP",5,
8517,90,003 -> 002_SP -> 002_PP,"23 Jan 2020, 18.15","ASP",5,
8517,91,003 -> 002_SP -> 002_PP,"24 Jan 2020, 14.03","CK",6,
8517,92,002_SP -> 002_PP -> 003,"24 Jan 2020, 15.40","ASP",6,
8517,93,003 -> 002_SP -> 002_PP,"28 Jan 2020, 16.00","ASP",6,
8517,94,003 -> 002_SP -> 002_PP,"29 Jan 2020, 19.22","CK",6,
8517,95,003 -> 002_SP -> 002_PP,"29 Jan 2020, 19.44","CK",6,
8517,96,002_SP -> 002_PP -> 003,"31 Jan 2020, 13.35","CK",6,
8517,97,002_SP -> 002_PP -> 003,"31 Jan 2020, 13.58","CK",6,
8517,98,002_SP -> 002_PP -> 003,"31 Jan 2020, 14.42","CK",6,
8517,99,002_SP -> 002_PP -> 003,"31 Jan 2020, 20.26","CK",6,
8517,100,002_SP -> 002_PP -> 003,"31 Jan 2020, 21.22","CK",6,
