SEED,SUBJID,Sequence,DATE,SIGN,round,note
1183,42,002_SP -> 002_PP -> 003,24.12.2019,BP,1,
1183,43,003 -> 002_SP -> 002_PP,24.12.2019,BP,1,
1183,44,003 -> 002_SP -> 002_PP,24.12.2019,PK,1,
1183,45,002_SP -> 002_PP -> 003,24.12.2019,SP,1,
1183,46,003 -> 002_SP -> 002_PP,24.12.2019,SP,1,
1183,47,002_SP -> 002_PP -> 003,24.12.2019,PC,1,
1183,48,003 -> 002_SP -> 002_PP,24.12.2019,BP,1,
1183,49,003 -> 002_SP -> 002_PP,24.12.2019,SP,1,
1183,50,002_SP -> 002_PP -> 003,24.12.2019,PK,1,
1183,51,003 -> 002_SP -> 002_PP,24.12.2019,PC,2,
1183,52,002_SP -> 002_PP -> 003,24.12.2019,BP,2,
1183,53,003 -> 002_SP -> 002_PP,24.12.2019,PC,2,
1183,54,003 -> 002_SP -> 002_PP,25.12.2019,NP,2,
1183,55,002_SP -> 002_PP -> 003,25.12.2019,BP,2,
1183,56,003 -> 002_SP -> 002_PP,25.12.2019,SP,2,
1183,57,003 -> 002_SP -> 002_PP,25.12.2019,PK,2,
1183,58,003 -> 002_SP -> 002_PP,25.12.2019,BP,2,
1183,59,003 -> 002_SP -> 002_PP,25.12.2019,SP,2,
1183,60,003 -> 002_SP -> 002_PP,25.12.2019,NP,2,"Skipped age section 003, Age 24 years"
1183,61,002_SP -> 002_PP -> 003,25.12.2019,BP,2,fix wrong ID
1183,62,002_SP -> 002_PP -> 003,25.12.2019,PC,2,
1183,63,003 -> 002_SP -> 002_PP,25.12.2019,PC,2,
1183,64,003 -> 002_SP -> 002_PP,25.12.2019,NP,2,
1183,65,002_SP -> 002_PP -> 003,25.12.2019,BP,2,
1183,66,002_SP -> 002_PP -> 003,25.12.2019,PK,2,
1183,67,002_SP -> 002_PP -> 003,25.12.2019,PC,2,
1183,68,003 -> 002_SP -> 002_PP,25.12.2019,SP,2,
1183,69,002_SP -> 002_PP -> 003,25.12.2019,BP,2,
1183,70,002_SP -> 002_PP -> 003,25.12.2019,NP,2,
1183,71,002_SP -> 002_PP -> 003,25.12.2019,SP,3,
1183,72,002_SP -> 002_PP -> 003,25.12.2019,PK,3,
1183,73,003 -> 002_SP -> 002_PP,25.12.2019,BP,3,
1183,74,002_SP -> 002_PP -> 003,25.12.2019,SP,3,
1183,75,002_SP -> 002_PP -> 003,25.12.2019,PC,3,
1183,76,002_SP -> 002_PP -> 003,25.12.2019,SP,3,
1183,77,003 -> 002_SP -> 002_PP,25.12.2019,PC,3,
1183,78,002_SP -> 002_PP -> 003,25.12.2019,SP,3,
1183,79,002_SP -> 002_PP -> 003,25.12.2019,NP,3,
1183,80,003 -> 002_SP -> 002_PP,25.12.2019,BP,3,
1183,81,003 -> 002_SP -> 002_PP,,,3,
1183,82,002_SP -> 002_PP -> 003,,,3,
1183,83,002_SP -> 002_PP -> 003,,,3,
1183,84,003 -> 002_SP -> 002_PP,,,3,
1183,85,002_SP -> 002_PP -> 003,,,3,
1183,86,003 -> 002_SP -> 002_PP,,,3,
1183,87,003 -> 002_SP -> 002_PP,,,3,
1183,88,003 -> 002_SP -> 002_PP,,,3,
1183,89,003 -> 002_SP -> 002_PP,,,3,
1183,90,002_SP -> 002_PP -> 003,,,3,
1183,91,003 -> 002_SP -> 002_PP,,,4,
1183,92,003 -> 002_SP -> 002_PP,,,4,
1183,93,002_SP -> 002_PP -> 003,,,4,
1183,94,003 -> 002_SP -> 002_PP,,,4,
1183,95,002_SP -> 002_PP -> 003,,,4,
1183,96,002_SP -> 002_PP -> 003,,,4,
1183,97,003 -> 002_SP -> 002_PP,,,4,
1183,98,002_SP -> 002_PP -> 003,,,4,
1183,99,003 -> 002_SP -> 002_PP,,,4,
1183,100,003 -> 002_SP -> 002_PP,,,4,
1183,101,002_SP -> 002_PP -> 003,,,4,
1183,102,003 -> 002_SP -> 002_PP,,,4,
1183,103,003 -> 002_SP -> 002_PP,,,4,
1183,104,003 -> 002_SP -> 002_PP,,,4,
1183,105,002_SP -> 002_PP -> 003,,,4,
1183,106,003 -> 002_SP -> 002_PP,,,4,
1183,107,002_SP -> 002_PP -> 003,,,4,
1183,108,003 -> 002_SP -> 002_PP,,,4,
1183,109,003 -> 002_SP -> 002_PP,,,4,
1183,110,003 -> 002_SP -> 002_PP,,,4,
1183,111,002_SP -> 002_PP -> 003,,,5,
1183,112,002_SP -> 002_PP -> 003,,,5,
1183,113,003 -> 002_SP -> 002_PP,,,5,
1183,114,002_SP -> 002_PP -> 003,,,5,
1183,115,002_SP -> 002_PP -> 003,,,5,
1183,116,002_SP -> 002_PP -> 003,,,5,
1183,117,002_SP -> 002_PP -> 003,,,5,
1183,118,002_SP -> 002_PP -> 003,,,5,
1183,119,003 -> 002_SP -> 002_PP,,,5,
1183,120,002_SP -> 002_PP -> 003,,,5,
1183,121,003 -> 002_SP -> 002_PP,,,5,
1183,122,002_SP -> 002_PP -> 003,,,5,
1183,123,003 -> 002_SP -> 002_PP,,,5,
1183,124,002_SP -> 002_PP -> 003,,,5,
1183,125,003 -> 002_SP -> 002_PP,,,5,
1183,126,003 -> 002_SP -> 002_PP,,,5,
1183,127,002_SP -> 002_PP -> 003,,,5,
1183,128,002_SP -> 002_PP -> 003,,,5,
1183,129,002_SP -> 002_PP -> 003,,,5,
1183,130,003 -> 002_SP -> 002_PP,,,5,
1183,131,002_SP -> 002_PP -> 003,,,6,
1183,132,003 -> 002_SP -> 002_PP,,,6,
1183,133,002_SP -> 002_PP -> 003,,,6,
1183,134,003 -> 002_SP -> 002_PP,,,6,
1183,135,002_SP -> 002_PP -> 003,,,6,
1183,136,003 -> 002_SP -> 002_PP,,,6,
1183,137,002_SP -> 002_PP -> 003,,,6,
1183,138,002_SP -> 002_PP -> 003,,,6,
1183,139,002_SP -> 002_PP -> 003,,,6,
1183,140,003 -> 002_SP -> 002_PP,,,6,
1183,141,003 -> 002_SP -> 002_PP,,,6,
1183,142,002_SP -> 002_PP -> 003,,,6,
1183,143,002_SP -> 002_PP -> 003,,,6,
1183,144,002_SP -> 002_PP -> 003,,,6,
1183,145,003 -> 002_SP -> 002_PP,,,6,
1183,146,003 -> 002_SP -> 002_PP,,,6,
1183,147,002_SP -> 002_PP -> 003,,,6,
1183,148,003 -> 002_SP -> 002_PP,,,6,
1183,149,002_SP -> 002_PP -> 003,,,6,
1183,150,002_SP -> 002_PP -> 003,,,6,
1183,151,002_SP -> 002_PP -> 003,,,7,
1183,152,003 -> 002_SP -> 002_PP,,,7,
1183,153,003 -> 002_SP -> 002_PP,,,7,
1183,154,002_SP -> 002_PP -> 003,,,7,
1183,155,002_SP -> 002_PP -> 003,,,7,
1183,156,002_SP -> 002_PP -> 003,,,7,
1183,157,003 -> 002_SP -> 002_PP,,,7,
1183,158,003 -> 002_SP -> 002_PP,,,7,
1183,159,002_SP -> 002_PP -> 003,,,7,
1183,160,003 -> 002_SP -> 002_PP,,,7,
1183,161,002_SP -> 002_PP -> 003,,,7,
1183,162,003 -> 002_SP -> 002_PP,,,7,
1183,163,003 -> 002_SP -> 002_PP,,,7,
1183,164,002_SP -> 002_PP -> 003,,,7,
1183,165,002_SP -> 002_PP -> 003,,,7,
1183,166,003 -> 002_SP -> 002_PP,,,7,
1183,167,003 -> 002_SP -> 002_PP,,,7,
1183,168,002_SP -> 002_PP -> 003,,,7,
1183,169,003 -> 002_SP -> 002_PP,,,7,
1183,170,003 -> 002_SP -> 002_PP,,,7,
1183,171,002_SP -> 002_PP -> 003,,,8,
1183,172,002_SP -> 002_PP -> 003,,,8,
1183,173,003 -> 002_SP -> 002_PP,,,8,
1183,174,002_SP -> 002_PP -> 003,,,8,
1183,175,003 -> 002_SP -> 002_PP,,,8,
1183,176,003 -> 002_SP -> 002_PP,,,8,
1183,177,002_SP -> 002_PP -> 003,,,8,
1183,178,003 -> 002_SP -> 002_PP,,,8,
1183,179,003 -> 002_SP -> 002_PP,,,8,
1183,180,003 -> 002_SP -> 002_PP,,,8,
1183,181,003 -> 002_SP -> 002_PP,,,8,
1183,182,003 -> 002_SP -> 002_PP,,,8,
1183,183,003 -> 002_SP -> 002_PP,,,8,
1183,184,003 -> 002_SP -> 002_PP,,,8,
1183,185,002_SP -> 002_PP -> 003,,,8,
1183,186,002_SP -> 002_PP -> 003,,,8,
1183,187,002_SP -> 002_PP -> 003,,,8,
1183,188,003 -> 002_SP -> 002_PP,,,8,
1183,189,003 -> 002_SP -> 002_PP,,,8,
1183,190,003 -> 002_SP -> 002_PP,,,8,
1183,191,003 -> 002_SP -> 002_PP,,,9,
1183,192,002_SP -> 002_PP -> 003,,,9,
1183,193,002_SP -> 002_PP -> 003,,,9,
1183,194,002_SP -> 002_PP -> 003,,,9,
1183,195,003 -> 002_SP -> 002_PP,,,9,
1183,196,003 -> 002_SP -> 002_PP,,,9,
1183,197,002_SP -> 002_PP -> 003,,,9,
1183,198,002_SP -> 002_PP -> 003,,,9,
1183,199,002_SP -> 002_PP -> 003,,,9,
1183,200,003 -> 002_SP -> 002_PP,,,9,
