"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_E","correct_Target_response_Prac","correct_Welcome_PP_E","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","6143","H","V","PP_LIST2.csv","crayonH.jpg","crayonV.jpg","100","100","579.647058824","579.647058824","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","10","0","10","5","0","0","10","10","0","0","10","10","10","10","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","10","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","10","10","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","428","NA","NA","428","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","70983","48209","39578","49827","71484","70981","12811","54033","71484","71914","NA","NA","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","72414","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","17","9854","17","yes","1024"
"Y","6143","V","V","PP_LIST2.csv","axeV.jpg","axeV.jpg","100","100","569.944444444","569.944444444","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","11","0","11","5","0","0","11","11","0","0","11","11","11","11","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","11","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","11","11","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","405","NA","NA","405","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","72526","48209","39578","49827","73027","72524","12811","54033","73027","73434","NA","NA","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","73934","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","18","10259","18","yes","1024"
"F","6143","F","F","PP_LIST2.csv","wrench.jpg","piano.jpg","94.7368421053","94.7368421053","562.263157895","562.263157895","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","12","0","12","5","0","0","12","12","0","0","12","12","12","12","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","12","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","12","12","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","424","NA","NA","424","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","74043","48209","39578","49827","74544","74042","12811","54033","74544","73434","NA","74970","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","75470","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","18","10683","19","yes","1024"
"N","6143","H","V","PP_LIST2.csv","clothespinH.jpg","clothespinV.jpg","95","95","561.9","561.9","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","13","0","13","5","0","0","13","13","0","0","13","13","13","13","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","13","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","13","13","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","555","NA","NA","555","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","75584","48209","39578","49827","76085","75583","12811","54033","76085","76642","NA","74970","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","77142","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","19","11238","20","yes","1024"
"Y","6143","H","H","PP_LIST2.csv","saltH.jpg","saltH.jpg","95.2380952381","95.2380952381","557.571428571","557.571428571","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","14","0","14","5","0","0","14","14","0","0","14","14","14","14","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","14","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","14","14","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","471","NA","NA","471","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","77253","48209","39578","49827","77754","77252","12811","54033","77754","78226","NA","74970","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","78726","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","20","11709","21","yes","1024"
"N","6143","H","V","PP_LIST2.csv","flashH.jpg","flashV.jpg","95.4545454545","95.4545454545","554.818181818","554.818181818","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","15","0","15","5","0","0","15","15","0","0","15","15","15","15","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","15","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","15","15","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","497","NA","NA","497","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","78842","48209","39578","49827","79343","78841","12811","54033","79343","79842","NA","74970","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","80342","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","21","12206","22","yes","1024"
"Y","6143","H","H","PP_LIST2.csv","scssorH.jpg","scssorH.jpg","95.652173913","95.652173913","549.652173913","549.652173913","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","16","0","16","5","0","0","16","16","0","0","16","16","16","16","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","16","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","16","16","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","436","NA","NA","436","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","80447","48209","39578","49827","80948","80445","12811","54033","80948","81386","NA","74970","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","81886","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","22","12642","23","yes","1024"
"Y","6143","V","V","PP_LIST2.csv","bottleV.jpg","bottleV.jpg","95.8333333333","95.8333333333","541.166666667","541.166666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","17","0","17","5","0","0","17","17","0","0","17","17","17","17","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","17","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","17","17","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","346","NA","NA","346","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","82002","48209","39578","49827","82503","82000","12811","54033","82503","82850","NA","74970","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","83350","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","23","12988","24","yes","1024"
"F","6143","F","F","PP_LIST2.csv","couch.jpg","spider.jpg","96","96","543.68","543.68","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","18","0","18","5","0","0","18","18","0","0","18","18","18","18","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","18","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","18","18","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","604","NA","NA","604","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","83456","48209","39578","49827","83957","83454","12811","54033","83957","84562","NA","74970","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","85062","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","24","13592","25","yes","1024"
"N","6143","V","H","PP_LIST2.csv","glassV.jpg","glassH.jpg","96.1538461538","96.1538461538","542.961538462","542.961538462","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","19","0","19","5","0","0","19","19","0","0","19","19","19","19","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","19","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","19","19","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","525","NA","NA","525","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","85190","48209","39578","49827","85691","85188","12811","54033","85691","86218","NA","74970","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","86718","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","25","14117","26","yes","1024"
"Y","6143","V","V","PP_LIST2.csv","broomV.jpg","broomV.jpg","96.2962962963","96.2962962963","546.333333333","546.333333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","20","0","20","5","0","0","20","20","0","0","20","20","20","20","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","20","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","20","20","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","634","NA","NA","634","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","86833","48209","39578","49827","87334","86832","12811","54033","87334","87970","NA","74970","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","88470","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","26","14751","27","yes","1024"
"F","6143","F","F","PP_LIST2.csv","tlphon.jpg","knife.jpg","96.4285714286","96.4285714286","544.857142857","544.857142857","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","21","0","21","5","0","0","21","21","0","0","21","21","21","21","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","21","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","21","21","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","505","NA","NA","505","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","88578","48209","39578","49827","89079","88576","12811","54033","89079","89586","NA","74970","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","90086","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","27","15256","28","yes","1024"
"F","6143","F","F","PP_LIST2.csv","needle.jpg","tiger.jpg","93.1034482759","93.1034482759","544.931034483","544.931034483","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","22","0","22","5","0","0","22","22","0","0","22","22","22","22","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","22","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","22","22","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","547","NA","NA","547","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","90192","48209","39578","49827","90693","90191","12811","54033","90693","89586","NA","91242","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","91742","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","27","15803","29","yes","1024"
"N","6143","H","V","PP_LIST2.csv","caterpillarH.jpg","caterpillarV.jpg","93.3333333333","93.3333333333","548","548","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","23","0","23","5","0","0","23","23","0","0","23","23","23","23","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","23","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","23","23","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","637","NA","NA","637","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","NA","NA","54033","91853","48209","39578","49827","92355","91852","12811","54033","92355","92994","NA","91242","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","93494","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","28","16440","30","yes","1024"
"Y","6143","H","H","PP_LIST2.csv","tireH.jpg","tireH.jpg","100","100","504","504","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","24","0","24","5","0","0","24","24","0","0","24","24","24","24","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","24","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","24","24","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","space","NA","J","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","504","720","NA","504","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","93544","NA","54033","94364","48209","39578","49827","94865","94363","12811","54033","94865","95370","NA","91242","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","95870","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","1","504","1","yes","1024"
"F","6143","F","F","PP_LIST2.csv","house.jpg","ring.jpg","100","100","531","531","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","25","0","25","5","0","0","25","25","0","0","25","25","25","25","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","25","0","0","0","0","0","0","0","0","11/06/19 15:22:11","no","Matching Tasks","yes","","yes","C:\Users\s-cogsci-levitan\Downloads\OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","25","25","1","5","C:/Users/s-cogsci-levitan/Downloads/USA_033_PP_[4].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","space","NA","F","NA","space","NA","NA","NA","NA","NA","NA","F","NA","space","NA","NA","NA","NA","NA","NA","558","720","NA","558","NA","4197","NA","NA","NA","NA","NA","NA","586","NA","26756","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","4","even","no","no","NA","12810","2561","2563","10865","12801","12801","93544","NA","54033","95981","48209","39578","49827","96482","95980","12811","54033","96482","97042","NA","91242","39578","49798","39592","48207","39592","39592","39578","NA","49828","NA","NA","NA","NA","NA","NA","48710","48710","49298","NA","NA","97542","NA","12812","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","2","1062","2","yes","1024"
