"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_TUR","correct_Target_response_Prac","correct_Welcome_PP_TUR","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_POR","count_Start_SC","count_Start_TC","count_Start_THAI","count_Start_TUR","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_POR","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","count_Welcome_PP_TUR","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","por","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_POR","response_Start_SC","response_Start_TC","response_Start_THAI","response_Start_TUR","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_POR","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_Welcome_PP_TUR","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_POR","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Start_TUR","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_POR","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","response_time_Welcome_PP_TUR","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_POR","time_Start_SC","time_Start_TC","time_Start_THAI","time_Start_TUR","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_POR","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","time_Welcome_PP_TUR","title","total_correct","total_response_time","total_responses","tur","uniform_coordinates","width"
"N","3024","V","H","PP_LIST3.csv","crayonV.jpg","crayonH.jpg","100","100","599.6","599.6","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","28","0","28","5","0","0","28","28","0","0","28","28","28","28","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","28","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","28","28","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","space","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","556","1020","NA","556","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","88472","28906","18900","30626","88976","88469","14720","31936","88976","89534","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","90034","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","5","2998","5","yes","yes","1024"
"F","3024","F","F","PP_LIST3.csv","mitten.jpg","needle.jpg","100","100","581.666666667","581.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","29","0","29","5","0","0","29","29","0","0","29","29","29","29","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","29","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","29","29","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","space","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","492","1020","NA","492","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","90171","28906","18900","30626","90676","90168","14720","31936","90676","91171","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","91671","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","6","3490","6","yes","yes","1024"
"Y","3024","H","H","PP_LIST3.csv","nailH.jpg","nailH.jpg","100","100","599.714285714","599.714285714","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","30","0","30","5","0","0","30","30","0","0","30","30","30","30","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","30","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","30","30","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","space","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","708","1020","NA","708","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","91810","28906","18900","30626","92312","91807","14720","31936","92312","93022","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","93522","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","7","4198","7","yes","yes","1024"
"Y","3024","H","H","PP_LIST3.csv","glassH.jpg","glassH.jpg","100","100","617.375","617.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","31","0","31","5","0","0","31","31","0","0","31","31","31","31","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","31","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","31","31","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","space","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","741","1020","NA","741","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","93682","28906","18900","30626","94184","93680","14720","31936","94184","94928","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","95428","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","8","4939","8","yes","yes","1024"
"F","3024","F","F","PP_LIST3.csv","wrench.jpg","piano.jpg","100","100","615.222222222","615.222222222","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","32","0","32","5","0","0","32","32","0","0","32","32","32","32","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","32","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","32","32","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","space","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","598","1020","NA","598","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","95558","28906","18900","30626","96063","95555","14720","31936","96065","96665","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","97165","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","9","5537","9","yes","yes","1024"
"Y","3024","H","H","PP_LIST3.csv","ironH.jpg","ironH.jpg","100","100","645.7","645.7","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","33","0","33","5","0","0","33","33","0","0","33","33","33","33","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","33","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","33","33","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","space","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","920","1020","NA","920","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","97304","28906","18900","30626","97809","97302","14720","31936","97809","98731","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","99231","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","10","6457","10","yes","yes","1024"
"Y","3024","H","H","PP_LIST3.csv","pencilH.jpg","pencilH.jpg","100","100","645.909090909","645.909090909","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","34","0","34","5","0","0","34","34","0","0","34","34","34","34","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","34","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","34","34","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","space","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","648","1020","NA","648","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","99373","28906","18900","30626","99875","99371","14720","31936","99875","100527","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","101027","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","11","7105","11","yes","yes","1024"
"N","3024","V","H","PP_LIST3.csv","brushV.jpg","brushH.jpg","100","100","673.75","673.75","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","35","0","35","5","0","0","35","35","0","0","35","35","35","35","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","35","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","35","35","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","space","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","980","1020","NA","980","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","101173","28906","18900","30626","101680","101171","14720","31936","101680","102663","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","103163","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","12","8085","12","yes","yes","1024"
"F","3024","F","F","PP_LIST3.csv","nut.jpg","watch.jpg","100","100","697.230769231","697.230769231","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","36","0","36","5","0","0","36","36","0","0","36","36","36","36","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","36","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","36","36","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","space","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","979","1020","NA","979","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","103299","28906","18900","30626","103801","103297","14720","31936","103801","104783","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","105283","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","13","9064","13","yes","yes","1024"
"N","3024","V","H","PP_LIST3.csv","fire_extinguisherV.jpg","fire_extinguisherH.jpg","100","100","729.214285714","729.214285714","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","37","0","37","5","0","0","37","37","0","0","37","37","37","37","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","37","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","37","37","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","space","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","1145","1020","NA","1145","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","105446","28906","18900","30626","105950","105443","14720","31936","105951","107098","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","107599","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","14","10209","14","yes","yes","1024"
"F","3024","F","F","PP_LIST3.csv","ftball.jpg","nut.jpg","100","100","732.6","732.6","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","38","0","38","5","0","0","38","38","0","0","38","38","38","38","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","38","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","38","38","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","space","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","780","1020","NA","780","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","107728","28906","18900","30626","108234","107725","14720","31936","108234","109017","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","109517","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","15","10989","15","yes","yes","1024"
"F","3024","F","F","PP_LIST3.csv","couch.jpg","spider.jpg","100","100","757.625","757.625","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","39","0","39","5","0","0","39","39","0","0","39","39","39","39","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","39","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","39","39","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","space","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","1133","1020","NA","1133","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","109646","28906","18900","30626","110148","109643","14720","31936","110148","111284","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","111784","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","16","12122","16","yes","yes","1024"
"F","3024","F","F","PP_LIST3.csv","ring.jpg","stove.jpg","100","100","755.705882353","755.705882353","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","40","0","40","5","0","0","40","40","0","0","40","40","40","40","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","40","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","40","40","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","space","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","725","1020","NA","725","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","111911","28906","18900","30626","112413","111909","14720","31936","112413","113141","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","113641","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","17","12847","17","yes","yes","1024"
"Y","3024","V","V","PP_LIST3.csv","saltV.jpg","saltV.jpg","100","100","749.666666667","749.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","41","0","41","5","0","0","41","41","0","0","41","41","41","41","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","41","0","0","0","0","0","0","0","0","0","0","11/27/19 20:50:07","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\BELEMİR\Downloads","no","chinese-japanese-korean","no","18","no","#0000ff","no","Türkçe","yes","768","no","legacy","41","41","1","5","C:/Users/BELEMİR/Desktop/raw data/[TUR_007]_SP_[007].csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","space","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","647","1020","NA","647","NA","NA","NA","NA","NA","NA","NA","NA","NA","1294","665","NA","NA","NA","NA","NA","NA","NA","NA","NA","4165","2","legacy","no","1024","2","48000","-16","EXP","7","odd","no","no","NA","14720","7353","7354","12702","14706","14706","80270","NA","31936","113774","28906","18900","30626","114279","113772","14720","31936","114279","114929","34718","NA","18901","30576","18922","28904","18922","18922","18901","NA","NA","NA","NA","NA","NA","NA","NA","NA","30629","29409","29409","30076","NA","NA","115429","NA","NA","NA","NA","NA","NA","NA","NA","NA","14723","Orientation_PSA2018","18","13494","18","yes","yes","1024"
